nquest;versao;pf1;idade1;idade;sexo;p1;p2;p2a;p2b;p2c;p3a;p3b;p3c;p3d;p3e;p3f;p3g;p3h;p3i;p3j;p3k;p4a;p4b;p4c;p4d;p4e;p4f;p4g;p4h;p4i;p4j;p4k;p6a;p6b;p6c;p6d;p6e;p6f;p6g;p6h;p6i;p6j;p7a;p7b;p7c;p7d;p7e;p7f;p7g;p7h;p8a;p8b;p8c;p9;p10;p11;p12;partido;religiao;pea;escola;rendaf;regiao;bairro
37467989;9;1;54;4;2;96;96;990;1;0;3;1;1;3;3;1;1;1;1;1;1;19;0;0;0;0;0;0;0;0;0;0;96;96;8;96;96;96;96;96;96;96;1;1;3;1;1;3;1;3;1;2;4;3;1;1;1;96;5;4;7;2;4;82
37468013;9;1;46;4;2;2;2;10;1;0;4;1;1;4;4;4;3;1;4;1;4;3;0;0;0;0;0;0;0;0;0;0;2;2;2;2;6;10;10;8;10;8;1;1;3;1;1;99;3;1;1;2;7;1;1;96;1;96;1;1;7;2;4;25
37468021;9;1;67;5;2;6;6;994;2;99;4;3;3;4;3;3;3;3;3;2;4;2;3;10;0;0;0;0;0;0;0;0;6;2;8;10;6;6;10;6;10;8;1;1;1;1;1;1;1;1;1;7;2;1;1;2;1;96;5;6;3;3;5;12
37468037;9;1;55;4;2;99;96;996;1;0;4;3;1;4;4;3;4;1;4;1;4;3;8;0;0;0;0;0;0;0;0;0;96;96;8;96;96;96;96;96;96;96;1;1;1;1;1;1;1;1;1;2;4;3;2;1;1;96;6;1;2;3;3;35
37468041;9;1;56;4;1;6;6;45;1;0;4;2;3;4;3;1;3;3;3;2;3;2;3;8;10;0;0;0;0;0;0;0;6;96;96;96;6;6;96;6;96;96;1;1;3;3;1;2;2;1;2;1;5;1;1;2;1;4;1;1;3;2;4;5
37468044;9;1;40;3;1;3;3;13;1;0;4;1;1;4;4;1;1;1;4;1;2;1;4;5;6;7;9;10;0;0;0;0;2;3;8;2;3;96;3;8;8;3;1;1;1;1;1;1;1;1;1;2;5;1;1;1;1;2;9;7;6;3;4;25
37468062;9;1;36;3;2;98;9;77;1;0;4;1;1;4;4;1;2;1;1;1;4;2;3;8;10;0;0;0;0;0;0;0;6;96;96;96;6;6;96;6;96;96;1;1;2;1;1;2;1;1;1;2;5;1;1;2;1;96;5;1;7;4;2;91
37468145;9;1;40;3;2;96;2;994;2;10;4;2;3;4;4;3;4;2;4;2;4;3;8;0;0;0;0;0;0;0;0;0;2;2;2;2;6;10;10;6;10;8;1;1;2;1;1;1;1;3;5;2;7;2;2;2;1;96;6;2;2;3;4;18
37468161;9;1;39;3;2;10;10;15;1;0;4;2;2;4;3;3;2;1;3;1;4;3;0;0;0;0;0;0;0;0;0;0;6;2;8;10;6;10;10;8;10;8;1;1;3;3;1;3;3;1;1;5;2;3;3;1;1;95;1;1;5;1;3;45
37468165;9;1;52;4;2;96;96;996;1;0;4;3;2;4;4;2;4;2;4;3;4;19;0;0;0;0;0;0;0;0;0;0;6;96;96;96;6;6;96;6;96;96;1;1;3;1;1;3;2;2;1;2;7;2;1;99;1;96;1;11;3;2;2;91
37468189;9;1;30;2;2;6;6;45;1;0;4;2;2;4;4;1;3;3;3;2;4;2;0;0;0;0;0;0;0;0;0;0;6;3;8;10;6;6;10;6;10;3;1;1;2;1;1;1;1;1;1;7;2;1;2;2;1;96;6;10;5;4;3;27
37468220;9;1;78;5;2;6;6;994;1;0;4;2;1;4;4;2;4;1;4;1;4;1;2;7;8;10;11;0;0;0;0;0;6;3;96;96;6;6;3;6;96;3;1;1;1;1;1;1;1;1;1;2;5;2;1;2;1;96;5;12;7;2;5;61
37468231;9;1;28;2;1;10;10;994;2;8;4;1;1;4;4;1;1;1;4;1;4;1;2;4;5;7;9;11;0;0;0;0;2;3;8;10;3;10;10;8;10;8;1;1;2;2;1;2;1;2;1;5;2;2;2;2;1;96;6;1;6;4;2;38
37468235;9;1;37;3;1;10;10;15;1;0;4;1;1;4;4;3;1;1;4;1;4;2;4;9;11;0;0;0;0;0;0;0;6;3;8;10;6;10;10;6;10;3;1;1;3;1;1;1;1;1;5;8;7;1;1;1;1;96;6;1;1;3;3;45
37468256;9;1;43;3;2;8;8;994;1;0;4;1;1;4;4;2;3;1;3;1;4;3;6;0;0;0;0;0;0;0;0;0;96;96;8;96;96;96;96;8;8;8;1;1;1;3;1;2;3;3;1;5;2;1;2;96;1;2;5;1;7;3;4;36
37468292;9;1;27;2;1;3;3;13;1;0;4;1;1;4;4;1;1;1;4;1;2;2;9;0;0;0;0;0;0;0;0;0;96;3;8;96;3;96;3;8;8;3;1;1;3;2;1;1;1;1;1;5;2;2;1;1;1;10;8;7;7;4;3;37
37468306;9;1;67;5;1;6;6;994;1;0;4;1;1;4;4;1;2;1;2;1;2;1;2;3;4;5;7;8;9;11;0;0;6;96;8;10;6;6;10;6;8;8;1;1;1;1;1;1;1;1;8;1;5;1;1;2;1;4;5;12;7;3;3;5
37468312;9;1;32;2;2;96;96;996;1;0;3;3;2;4;3;3;4;3;3;2;3;19;0;0;0;0;0;0;0;0;0;0;96;96;96;96;96;96;96;96;96;96;1;1;3;3;1;1;1;1;1;7;5;2;2;2;1;96;1;10;5;1;4;25
37468334;9;1;24;1;1;98;96;990;1;0;4;1;1;4;4;4;1;2;4;1;4;19;0;0;0;0;0;0;0;0;0;0;96;96;96;96;96;96;96;96;96;96;1;1;2;2;1;1;2;1;1;8;2;2;2;95;1;96;9;13;7;99;3;79
37468344;9;1;26;2;1;10;10;15;1;0;4;2;2;4;4;3;3;3;3;2;4;1;7;9;0;0;0;0;0;0;0;0;6;2;2;10;6;10;10;6;10;8;1;1;2;1;1;1;1;1;5;2;1;2;1;2;1;96;1;10;5;1;5;64
37468347;9;1;27;2;2;6;6;45;1;0;4;1;1;4;4;1;1;1;2;1;4;2;3;8;10;0;0;0;0;0;0;0;6;2;2;2;6;6;10;6;8;8;1;1;1;1;1;2;1;1;1;2;5;1;1;2;1;4;2;1;7;3;4;76
37468386;9;1;26;2;1;98;3;13;2;96;4;2;1;4;4;3;2;2;4;2;4;7;0;0;0;0;0;0;0;0;0;0;6;3;8;96;3;6;3;6;8;3;1;1;2;2;1;2;1;1;5;1;8;3;3;95;1;96;8;10;5;2;4;78
37468390;9;1;27;2;2;99;3;994;2;8;4;1;2;4;4;3;2;2;4;2;4;10;0;0;0;0;0;0;0;0;0;0;2;2;8;2;3;10;3;8;8;8;1;1;2;2;1;1;1;1;1;2;5;1;1;99;1;2;6;1;5;1;4;75
37468408;9;1;48;4;2;99;2;994;2;6;4;1;2;4;4;2;4;4;4;2;4;10;0;0;0;0;0;0;0;0;0;0;2;2;2;2;6;6;3;6;96;96;1;1;1;1;1;1;1;1;2;1;6;1;2;99;1;95;6;11;2;1;4;36
37468502;9;1;53;4;1;8;10;50;2;8;4;2;2;4;4;2;3;2;2;2;4;3;0;0;0;0;0;0;0;0;0;0;96;96;8;10;96;10;10;8;10;8;1;1;1;1;1;2;1;1;5;2;1;1;1;2;1;4;2;3;2;3;3;72
37468575;9;1;65;5;2;96;96;990;1;0;4;1;1;4;4;2;3;1;4;1;4;19;0;0;0;0;0;0;0;0;0;0;96;96;96;96;96;96;96;96;96;96;1;1;1;1;1;1;1;1;6;2;1;1;1;96;1;96;1;12;7;3;2;29
37468576;9;1;36;3;2;96;2;994;2;3;4;2;2;4;4;4;4;2;4;2;3;8;10;0;0;0;0;0;0;0;0;0;2;2;2;2;3;6;3;8;96;3;1;1;1;1;1;1;1;1;2;1;7;1;1;2;1;96;1;11;5;1;3;30
37468625;9;1;32;2;2;98;10;15;1;0;4;1;2;4;4;3;4;1;4;1;3;2;0;0;0;0;0;0;0;0;0;0;96;96;96;10;96;10;10;96;10;96;1;1;2;1;1;1;1;1;1;5;6;2;2;2;1;96;2;11;4;1;4;86
37468648;9;1;56;4;2;3;3;13;1;0;4;2;1;4;4;2;3;1;4;2;4;2;6;0;0;0;0;0;0;0;0;0;96;3;8;10;3;10;3;8;8;3;1;1;3;2;1;1;1;1;1;8;4;2;2;1;1;2;5;3;7;4;5;12
37468684;9;1;30;2;1;96;96;990;1;0;1;1;1;4;4;4;3;1;3;1;4;2;7;0;0;0;0;0;0;0;0;0;96;96;8;10;96;10;10;8;8;8;1;1;3;2;1;1;1;1;1;2;5;1;2;1;1;96;8;1;7;3;4;18
37468685;9;1;66;5;2;6;6;45;1;0;4;3;2;4;1;2;4;3;3;2;4;99;0;0;0;0;0;0;0;0;0;0;6;96;2;2;6;6;96;6;96;96;1;1;3;1;1;1;1;1;1;2;8;1;1;2;1;96;3;12;5;1;5;25
37468689;9;1;29;2;2;2;2;10;1;0;4;1;1;2;4;1;3;3;3;3;4;3;8;10;0;0;0;0;0;0;0;0;2;2;2;2;6;6;96;6;96;96;1;1;1;1;1;1;2;1;1;4;3;1;1;2;1;96;5;1;7;4;1;70
37468711;9;1;42;3;2;2;2;994;1;0;3;1;1;3;3;1;3;3;4;1;4;6;0;0;0;0;0;0;0;0;0;0;2;2;2;2;3;10;10;8;10;8;1;1;3;1;1;1;1;1;4;2;7;2;1;2;1;96;2;11;3;1;3;68
37468756;9;1;53;4;1;6;6;994;1;0;4;1;2;4;4;1;3;2;4;1;4;5;7;8;0;0;0;0;0;0;0;0;2;2;2;2;6;6;99;6;99;3;1;1;3;3;1;1;1;1;1;2;5;1;2;1;1;96;6;1;4;3;4;8
37468757;9;1;64;5;1;99;3;994;2;10;4;4;2;4;4;3;4;3;3;2;4;1;2;4;5;6;7;8;9;11;0;0;2;3;8;10;3;10;3;8;10;3;1;1;1;2;1;2;1;2;1;7;5;1;1;1;1;2;6;14;2;3;3;30
37468759;9;1;39;3;2;96;96;990;1;0;4;2;3;4;4;2;3;2;4;2;4;19;0;0;0;0;0;0;0;0;0;0;96;96;96;96;96;96;96;96;96;96;1;1;2;3;1;2;3;1;1;5;2;3;3;99;1;96;3;1;6;2;2;13
37468859;9;1;34;2;2;99;10;994;2;3;4;1;1;4;4;4;4;1;4;1;4;2;8;0;0;0;0;0;0;0;0;0;2;3;2;10;3;10;10;99;10;3;1;1;2;3;1;2;2;1;1;2;8;2;2;1;1;95;1;1;3;3;5;55
37468867;9;1;40;3;2;98;6;45;1;0;4;1;1;4;4;1;3;3;4;1;4;4;0;0;0;0;0;0;0;0;0;0;6;96;96;96;6;6;10;6;96;96;1;1;99;1;1;1;1;1;1;7;5;99;1;1;1;96;6;10;5;1;3;27
37468877;9;1;54;4;1;96;96;996;1;0;4;2;2;3;2;3;3;2;3;3;3;3;6;10;0;0;0;0;0;0;0;0;2;2;2;2;96;10;10;96;10;96;2;2;3;1;2;1;3;2;1;99;0;2;1;1;1;96;1;12;5;3;4;32
37468894;9;1;61;5;2;6;6;994;2;8;4;1;1;4;4;1;1;1;4;1;4;2;3;0;0;0;0;0;0;0;0;0;6;96;8;10;6;6;96;6;8;8;1;1;1;1;1;1;1;1;1;8;3;1;1;1;1;2;6;5;8;2;5;12
37468896;9;1;70;5;2;2;2;994;1;0;4;1;1;4;4;2;3;2;4;2;3;3;6;8;10;0;0;0;0;0;0;0;2;2;2;2;3;6;3;6;96;3;1;1;2;3;1;1;1;3;1;2;5;1;1;2;1;96;1;12;3;2;4;64
37468988;9;1;54;4;2;6;6;45;1;0;4;1;2;4;4;2;3;1;4;1;4;3;8;10;0;0;0;0;0;0;0;0;6;96;96;96;6;6;96;6;96;96;1;1;1;1;1;1;1;1;1;7;8;2;2;1;1;96;6;11;6;1;5;12
37468992;9;1;66;5;1;96;99;990;0;0;4;1;1;4;3;1;1;1;3;1;3;3;0;0;0;0;0;0;0;0;0;0;6;2;2;2;6;6;96;8;8;8;1;1;3;3;1;1;3;1;8;2;1;2;2;2;1;96;1;12;2;1;3;19
37469005;9;1;69;5;2;96;96;990;1;0;4;2;1;4;4;4;3;1;4;1;4;3;10;0;0;0;0;0;0;0;0;0;2;96;2;2;96;96;96;96;96;96;1;2;99;3;99;1;99;1;1;6;8;2;2;96;1;96;6;15;1;1;5;40
37469035;9;1;25;2;1;2;2;10;99;0;4;1;3;4;3;2;4;3;3;3;4;3;0;0;0;0;0;0;0;0;0;0;2;2;2;2;6;10;10;6;10;8;2;3;3;2;1;2;1;1;7;8;1;2;1;2;1;96;6;2;4;5;3;994
37469054;9;1;21;1;2;3;3;13;1;0;4;1;1;4;4;2;2;1;4;1;2;2;6;7;10;0;0;0;0;0;0;0;96;3;8;96;3;96;3;8;8;3;1;1;2;2;1;2;1;1;1;2;5;3;3;1;1;2;9;1;5;4;4;8
37469055;9;1;66;5;1;99;10;994;1;0;4;2;4;4;4;4;4;1;4;1;4;18;0;0;0;0;0;0;0;0;0;0;2;2;8;10;96;10;10;8;10;8;1;1;3;3;1;1;1;1;1;7;2;2;2;2;1;1;1;12;3;1;4;35
37469057;9;1;39;3;1;6;6;994;2;2;4;1;1;4;4;2;3;1;4;1;4;3;8;10;0;0;0;0;0;0;0;0;6;2;2;2;6;6;96;6;96;96;1;1;2;2;1;1;2;1;2;1;5;2;2;1;1;96;1;10;5;1;2;91
37469058;9;1;75;5;1;96;96;996;1;0;3;3;2;4;3;3;3;2;4;2;3;19;0;0;0;0;0;0;0;0;0;0;96;96;96;10;96;10;10;96;10;96;1;1;2;1;1;1;1;1;1;5;2;3;2;1;99;2;6;12;2;99;4;35
37469064;9;1;38;3;2;96;96;996;1;0;3;1;1;3;3;3;3;1;3;1;3;3;8;10;0;0;0;0;0;0;0;0;6;2;2;10;6;6;10;6;10;8;1;1;3;3;1;3;3;3;1;2;5;3;3;2;1;96;1;2;4;3;4;95
37469087;9;1;60;5;2;96;96;996;1;0;4;3;3;4;4;3;4;2;4;3;4;19;0;0;0;0;0;0;0;0;0;0;96;96;96;96;96;96;96;96;96;96;1;1;3;3;1;1;1;1;1;2;8;1;2;96;1;4;5;4;1;1;5;64
37469098;9;1;36;3;1;99;8;994;1;0;4;3;1;4;4;2;4;1;4;1;4;6;0;0;0;0;0;0;0;0;0;0;2;2;8;2;96;96;96;8;8;8;1;1;1;2;1;2;1;1;1;7;5;1;1;1;1;96;5;1;5;3;3;19
37469101;9;1;59;4;1;2;2;10;1;0;4;1;4;4;4;3;4;2;4;4;4;3;5;6;8;10;0;0;0;0;0;0;2;2;2;2;6;6;96;6;96;96;1;1;1;1;1;1;1;1;4;1;8;1;1;99;1;95;6;12;4;1;4;43
37469102;9;1;60;5;2;99;9;994;2;99;4;1;1;4;4;2;1;1;1;1;4;3;10;0;0;0;0;0;0;0;0;0;2;2;8;2;6;99;3;8;8;8;1;1;3;1;2;1;1;2;1;4;7;2;1;2;1;96;1;12;8;2;2;91
37469108;9;1;26;2;2;6;6;45;1;0;4;1;1;4;3;1;1;2;1;1;4;8;10;0;0;0;0;0;0;0;0;0;6;3;2;2;6;6;3;6;8;3;1;1;2;2;1;1;1;2;7;5;2;2;2;2;1;96;5;1;7;3;4;60
37469116;9;1;38;3;1;6;6;45;1;0;4;1;1;4;3;1;1;1;2;1;1;1;2;3;4;5;7;8;9;10;11;0;6;2;96;96;6;6;96;6;96;96;1;1;3;3;1;1;1;1;1;2;5;2;2;1;1;4;5;1;8;6;3;79
37469138;9;1;59;4;1;6;6;45;1;0;4;2;1;4;4;1;4;1;4;1;4;3;8;10;0;0;0;0;0;0;0;0;6;2;2;10;6;6;10;6;10;96;1;1;1;1;1;1;1;1;5;1;4;1;1;2;1;4;5;5;8;5;5;61
37469209;9;1;65;5;2;99;9;77;1;0;3;1;2;3;4;2;3;2;1;1;4;2;5;6;7;8;0;0;0;0;0;0;6;3;2;2;3;6;3;6;96;3;1;1;1;1;1;1;1;1;7;6;1;1;1;1;1;1;6;14;5;3;4;82
37469237;9;1;33;2;1;6;6;45;1;0;4;2;1;4;4;1;4;4;4;2;4;2;3;0;0;0;0;0;0;0;0;0;6;3;8;10;6;6;10;6;8;8;3;1;1;1;1;1;1;1;3;2;6;1;1;1;1;95;1;7;2;1;3;45
37469261;9;1;63;5;1;99;10;994;2;6;4;1;1;4;4;1;2;1;3;1;3;2;7;9;0;0;0;0;0;0;0;0;6;96;8;10;6;10;10;6;10;8;1;1;3;3;1;1;3;1;1;2;5;3;2;2;1;96;6;4;6;4;2;29
37469269;9;1;52;4;2;96;96;996;1;0;4;1;1;4;4;1;1;1;2;1;4;19;0;0;0;0;0;0;0;0;0;0;96;96;96;96;96;96;96;96;96;96;1;1;2;2;1;1;1;2;1;2;4;1;1;96;1;96;6;1;8;4;5;63
37469271;9;1;79;5;1;6;6;45;1;0;4;1;3;4;4;2;4;3;2;2;4;3;8;10;0;0;0;0;0;0;0;0;6;96;96;96;6;6;96;6;96;96;1;1;3;1;1;1;1;3;1;6;7;1;1;2;1;4;3;12;6;3;5;61
37469275;9;1;32;2;1;10;10;994;1;0;4;1;1;4;4;1;1;1;3;1;2;2;6;7;11;0;0;0;0;0;0;0;6;3;8;10;3;10;10;8;8;8;2;1;1;1;1;2;99;2;3;5;4;1;1;1;1;2;9;3;8;99;3;15
37469295;9;1;28;2;1;2;2;994;2;6;4;3;2;4;4;3;4;4;4;2;4;3;10;0;0;0;0;0;0;0;0;0;2;2;2;2;6;6;3;6;10;3;1;1;3;3;1;1;1;1;1;2;8;2;2;99;1;96;6;1;5;2;2;11
37469319;9;1;40;3;1;2;2;994;2;10;4;1;1;4;4;4;3;1;4;1;4;4;5;6;0;0;0;0;0;0;0;0;2;2;2;2;3;10;10;8;10;3;1;1;1;1;1;1;1;1;1;3;4;1;1;2;1;96;6;7;2;1;3;19
37469362;9;1;19;1;2;99;2;994;1;0;4;1;1;4;4;4;2;2;4;1;4;3;0;0;0;0;0;0;0;0;0;0;2;2;2;2;96;10;10;8;10;8;1;1;3;2;1;1;1;1;1;7;5;2;2;99;1;96;2;8;5;1;3;994
37469372;9;1;25;2;2;99;2;994;2;6;4;1;1;4;4;2;4;4;4;2;4;3;0;0;0;0;0;0;0;0;0;0;2;2;2;2;6;6;10;6;8;8;1;1;2;1;1;1;2;1;1;5;4;2;2;2;1;96;6;2;5;1;3;30
37469375;9;1;42;3;1;8;8;50;1;0;4;1;1;4;4;2;4;1;4;1;4;2;3;10;0;0;0;0;0;0;0;0;6;2;8;10;6;10;10;8;8;8;1;1;3;3;1;1;1;1;1;7;5;2;1;1;1;96;6;1;1;2;3;37
37469395;9;1;37;3;2;6;6;994;1;0;4;2;1;4;4;1;4;3;4;2;4;10;0;0;0;0;0;0;0;0;0;0;6;3;96;96;6;6;3;6;96;3;1;1;1;2;1;2;1;2;1;5;2;1;1;1;1;96;6;4;7;2;4;36
37469396;9;1;29;2;1;10;10;994;2;6;4;1;1;4;4;1;3;1;3;1;4;5;0;0;0;0;0;0;0;0;0;0;6;2;2;10;6;10;10;6;10;8;1;1;2;1;1;2;1;1;1;8;7;2;1;1;1;96;2;4;7;4;5;12
37469413;9;1;58;4;1;6;6;994;1;0;4;1;1;4;4;2;3;1;3;1;4;3;8;10;0;0;0;0;0;0;0;0;6;96;96;96;6;6;96;6;96;96;1;1;2;1;1;1;1;1;1;8;5;1;1;1;1;96;6;2;5;1;4;36
37469416;9;1;32;2;2;10;10;15;1;0;3;2;1;4;3;2;3;2;3;1;4;1;3;4;5;7;8;9;11;0;0;0;2;2;2;10;6;10;10;6;10;3;1;1;3;1;1;2;1;1;1;2;6;2;1;1;1;1;6;10;4;1;3;30
37469451;9;1;49;4;2;6;6;45;2;10;4;2;2;4;4;3;4;2;4;1;4;3;8;0;0;0;0;0;0;0;0;0;6;2;2;2;6;6;96;6;10;3;1;1;2;2;1;1;2;1;8;7;1;1;1;1;1;96;6;1;3;1;2;11
37469499;9;1;44;3;1;2;2;10;1;0;4;1;2;4;4;3;4;2;4;2;4;1;5;0;0;0;0;0;0;0;0;0;2;2;2;2;6;6;10;6;10;96;1;1;3;3;1;3;1;1;5;2;7;2;2;2;1;2;6;1;6;1;3;72
37469516;9;1;22;1;2;96;96;990;1;0;4;3;4;4;4;4;4;4;4;3;4;3;0;0;0;0;0;0;0;0;0;0;2;2;2;2;6;10;10;6;10;3;1;1;2;1;1;1;1;1;2;7;1;1;2;96;1;96;1;10;5;1;3;19
37469524;9;1;59;4;1;96;96;990;2;10;4;2;2;3;4;4;3;2;3;2;3;6;0;0;0;0;0;0;0;0;0;0;2;3;8;10;3;10;10;8;10;3;1;3;3;1;1;1;3;1;5;8;6;2;2;1;1;96;6;12;3;1;3;30
37469526;9;1;26;2;1;3;3;13;1;0;4;1;1;3;4;1;2;1;3;1;2;2;6;7;9;0;0;0;0;0;0;0;96;3;8;96;3;96;3;8;8;3;1;1;3;3;1;2;2;1;2;1;5;2;2;1;1;96;3;2;7;4;3;23
37469538;9;1;40;3;2;99;10;994;2;96;4;1;1;4;4;2;1;2;3;1;4;7;0;0;0;0;0;0;0;0;0;0;6;3;96;10;3;10;3;6;10;3;1;1;2;2;1;1;1;1;5;2;1;2;1;2;1;2;6;1;5;3;4;24
37469540;9;1;53;4;1;96;6;994;1;0;4;1;3;4;4;2;3;2;4;1;4;1;2;3;4;5;7;8;9;10;11;0;6;96;96;10;6;6;10;6;10;96;1;1;2;1;1;1;1;1;7;1;2;1;2;99;2;96;1;7;6;4;4;18
37469577;9;1;48;4;1;96;96;996;1;0;3;3;3;4;4;3;3;3;3;3;3;2;5;7;0;0;0;0;0;0;0;0;96;96;96;96;96;96;96;96;96;96;1;1;1;1;1;1;1;2;1;2;5;2;2;1;1;96;6;1;3;3;4;60
37469624;9;1;51;4;2;99;6;994;1;0;3;1;1;3;1;1;1;1;1;1;4;8;0;0;0;0;0;0;0;0;0;0;6;2;2;2;6;6;10;6;10;96;1;1;1;1;1;1;1;1;1;7;4;1;1;2;1;96;1;11;3;4;4;994
37469625;9;1;31;2;2;10;10;15;2;3;4;2;2;3;4;2;2;1;3;1;4;1;5;9;0;0;0;0;0;0;0;0;2;3;2;2;3;10;10;8;10;8;1;1;3;3;1;1;1;1;1;7;8;1;2;99;1;2;6;1;3;1;3;30
37469673;9;1;61;5;1;6;6;994;1;0;4;1;1;4;4;1;3;1;2;1;4;2;8;10;0;0;0;0;0;0;0;0;6;3;2;2;6;6;3;6;8;3;1;1;1;1;1;2;2;1;1;5;2;1;1;2;1;96;6;12;5;2;3;16
37469678;9;1;28;2;1;6;6;45;1;0;4;3;1;4;4;3;4;3;4;1;4;2;3;7;8;10;0;0;0;0;0;0;6;2;96;2;6;6;10;6;10;96;1;1;1;1;1;3;2;1;1;4;2;1;1;1;1;4;6;1;5;3;5;62
37469798;9;1;35;3;2;8;8;50;2;3;4;1;1;4;4;1;1;1;4;1;2;2;6;10;0;0;0;0;0;0;0;0;96;3;8;96;3;96;3;8;8;3;1;1;3;1;1;1;1;1;1;2;5;2;3;1;1;96;9;1;8;3;3;16
37469799;9;1;50;4;2;10;2;10;2;96;4;2;4;4;4;4;2;4;4;1;4;1;3;4;5;6;7;8;9;11;0;0;96;96;96;96;96;96;96;96;96;96;1;1;1;2;1;1;1;1;1;3;6;2;2;2;1;96;6;1;5;3;4;35
37469810;9;1;68;5;1;96;96;996;1;0;4;3;3;4;4;3;3;3;4;3;4;19;0;0;0;0;0;0;0;0;0;0;96;96;96;96;96;96;96;96;96;96;1;1;2;1;1;1;1;1;1;7;5;1;1;2;1;96;6;12;2;1;4;36
37469812;9;1;52;4;1;2;2;10;2;10;4;1;1;4;4;1;1;1;1;1;4;3;10;0;0;0;0;0;0;0;0;0;2;2;2;2;6;6;96;6;96;96;1;1;1;1;1;1;3;1;4;2;1;1;1;2;1;96;1;1;3;99;4;76
37469821;9;1;25;2;1;10;10;994;2;3;2;1;1;4;3;4;1;2;4;1;4;7;0;0;0;0;0;0;0;0;0;0;2;3;8;10;3;10;10;8;10;3;1;1;2;2;1;2;2;2;1;5;2;2;3;1;1;96;6;1;5;4;2;94
37469826;9;1;40;3;1;99;2;10;2;6;3;1;1;4;4;2;3;1;3;1;4;3;8;10;0;0;0;0;0;0;0;0;2;2;2;2;6;6;96;6;96;96;1;1;1;1;1;1;1;1;1;5;2;1;1;2;1;95;1;10;3;1;2;94
37469833;9;1;25;2;1;6;6;994;1;0;1;1;1;4;1;1;1;1;3;1;4;8;0;0;0;0;0;0;0;0;0;0;6;2;2;2;6;6;3;6;10;3;1;1;1;1;1;1;1;3;1;2;3;1;1;1;1;96;2;2;4;1;2;13
37469839;9;1;34;2;2;98;6;45;2;2;4;1;1;4;4;3;1;1;3;1;4;5;0;0;0;0;0;0;0;0;0;0;6;2;2;2;6;6;10;6;8;8;1;1;3;3;1;3;1;1;1;7;5;2;2;1;1;96;6;1;5;2;3;19
37469848;9;1;70;5;2;3;3;13;1;0;4;2;1;4;4;4;3;1;4;1;4;1;2;5;6;0;0;0;0;0;0;0;96;3;96;10;3;10;3;96;10;3;1;1;3;1;1;1;2;1;1;5;2;1;1;1;1;96;6;11;3;1;4;35
37469885;9;1;65;5;2;3;3;13;1;0;4;1;1;4;4;2;1;1;1;1;4;6;7;8;0;0;0;0;0;0;0;0;96;3;8;10;3;10;3;96;10;3;1;1;3;3;1;1;1;1;5;6;8;2;2;1;1;2;6;2;7;4;4;8
37469920;9;1;57;4;2;99;99;990;0;0;4;3;2;4;4;3;4;2;4;3;4;18;0;0;0;0;0;0;0;0;0;0;99;99;99;99;99;99;99;99;99;99;1;1;3;1;1;1;2;99;5;2;1;2;2;96;1;96;1;2;3;1;1;26
37469922;9;1;27;2;2;6;6;10;2;2;4;1;1;4;3;1;2;2;3;1;4;3;0;0;0;0;0;0;0;0;0;0;6;2;2;2;6;6;10;6;10;8;1;1;2;2;1;2;1;1;2;5;8;2;2;2;1;96;1;4;5;1;4;18
37469930;9;1;53;4;2;96;96;990;1;0;4;1;1;4;4;4;3;1;2;1;4;19;0;0;0;0;0;0;0;0;0;0;96;96;96;96;96;96;96;96;96;96;1;1;1;1;1;1;3;2;1;2;6;1;1;1;1;96;5;3;5;3;4;5
37469943;9;1;37;3;1;99;2;994;2;10;4;1;1;4;4;2;3;3;3;1;4;6;0;0;0;0;0;0;0;0;0;0;2;2;2;2;96;10;10;8;10;8;1;1;2;3;1;1;1;1;1;2;7;2;2;1;1;96;6;4;2;3;5;64
37469945;9;1;56;4;2;6;6;45;1;0;4;2;1;4;4;2;2;1;4;1;4;4;9;0;0;0;0;0;0;0;0;0;6;96;96;10;6;6;96;6;96;96;1;1;2;1;1;2;1;1;1;2;5;2;1;2;1;4;6;10;5;3;5;12
37470057;9;1;76;5;1;2;2;994;1;0;4;1;2;4;4;4;4;2;4;2;4;3;8;10;0;0;0;0;0;0;0;0;2;2;2;2;6;6;96;6;96;96;1;1;3;3;1;1;1;1;1;5;2;2;1;2;1;96;6;12;2;2;3;23
37470111;9;1;45;4;2;96;96;996;2;2;4;1;1;4;4;4;1;1;4;1;4;10;0;0;0;0;0;0;0;0;0;0;2;2;2;2;96;96;96;8;8;8;3;1;3;1;1;3;3;1;7;1;4;2;2;99;1;96;1;7;5;1;4;25
37470134;9;1;31;2;2;2;2;994;1;0;2;3;3;4;4;3;3;3;4;3;4;7;8;0;0;0;0;0;0;0;0;0;2;2;2;2;3;10;10;6;10;3;1;1;1;1;1;1;1;1;1;2;5;1;2;1;1;2;1;1;4;1;3;77
37470165;9;1;62;5;1;3;3;13;1;0;4;1;1;4;4;2;4;1;4;1;4;2;6;9;10;0;0;0;0;0;0;0;96;3;8;96;3;96;3;8;96;3;1;1;3;3;1;1;2;1;1;2;5;2;3;1;1;2;5;10;6;1;2;71
37470167;9;1;51;4;2;6;6;45;1;0;4;3;3;4;4;3;3;3;4;3;3;3;0;0;0;0;0;0;0;0;0;0;6;96;8;96;6;6;96;6;8;8;1;1;3;2;1;3;1;1;1;2;7;2;1;2;1;4;10;4;5;1;2;50
